Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
0.265,0.34375,0.335,0.375,0.4359,0.2778766502050716,1.497254253312096,1.20375,1.475,1.565,1.4825,1.22,1.7405,1.8495,0.32842219068312195
0.26,0.305,0.315,0.375,0.392,0.25316455924477554,1.4603419899839545,1.1975,1.425,1.5225,1.4575,1.23,1.65,1.7763,0.3394001272480667
0.26,0.2675,0.285,0.2725,0.3483,0.20242765022637632,1.4382799686652445,1.16625,1.36,1.46125,1.445,1.223,1.739,1.7375,0.3598855451700602
0.26,0.25875,0.265,0.2725,0.3248,0.20505583437910935,1.4270723032416979,1.16625,1.35,1.44,1.38625,1.2215,1.9305,1.895,0.3548958865717804
0.26,0.2525,0.2475,0.2525,0.2731,0.21955929629038995,1.3890639785900998,1.16625,1.275,1.41625,1.35,1.202,2.006,1.9485,0.3539879731277169
0.26,0.24,0.2375,0.2525,0.2623,0.2135122365441121,1.3670550815617881,1.1575,1.25,1.395,1.32125,1.1863,2.0606,2.02,0.35605071179124215
0.26,0.24,0.235,0.2525,0.2492,0.23058647208964833,1.345369749200895,1.1575,1.25,1.345,1.2525,1.218,2.064,2.0085,0.34902497766298435
0.26,0.24,0.235,0.2525,0.2366,0.2574938955455971,1.3077111928142156,1.135,1.25,1.315,1.2125,1.3145,1.8995,1.925,0.338656251949389
0.265,0.24,0.24,0.2575,0.2472,0.23656776386690193,1.324205965996839,1.135,1.25,1.32,1.2,1.3365,1.8215,1.767,0.33851526293200584
0.265,0.24,0.2475,0.2575,0.2438,0.2448499107175759,1.3278582610461847,1.135,1.275,1.32,1.2,1.3638,1.765,1.7313,0.3354251293607442
0.265,0.24,0.26,0.2675,0.2447,0.2484901463628778,1.3387278433295462,1.1175,1.305,1.33,1.225,1.3675,1.8005,1.763,0.3408064896608214
0.26,0.2425,0.27,0.2675,0.2453,0.24854258460469458,1.3502745400060054,1.1175,1.32,1.33,1.22,1.365,1.8085,1.741,0.33970822520101396
0.27,0.2475,0.275,0.2675,0.2554,0.24703536054353303,1.3637668280074995,1.1175,1.34,1.33,1.24,1.38,1.854,1.7435,0.34637998429453876
0.27,0.25,0.2775,0.29,0.2498,0.2597943001741122,1.360956490940397,1.1175,1.345,1.335,1.26,1.389,1.8685,1.778,0.35000640266518546
0.27,0.255,0.2825,0.295,0.2582,0.26795406304685676,1.3596505302512107,1.1175,1.355,1.335,1.26,1.403,1.9415,1.872,0.3497027844529046
0.27,0.255,0.2825,0.295,0.2615,0.2710805139317678,1.3531734708158092,1.1175,1.355,1.335,1.26,1.428,1.951,1.914,0.34880503829350973
0.2725,0.25625,0.2825,0.2975,0.2663,0.26805151526150917,1.3648458131324146,1.1125,1.365,1.375,1.30125,1.457,1.968,1.96,0.34965818851643937
0.275,0.26125,0.28,0.2975,0.2638,0.26813292854045323,1.3792219843832663,1.0975,1.3725,1.415,1.32125,1.488,2.049,2.0205,0.3468745141324985
0.2775,0.26,0.28,0.3025,0.2733,0.26170138289762324,1.3886621628611566,1.08,1.39,1.425,1.3475,1.495,2.211,2.165,0.35592137160464565
0.2775,0.26,0.28,0.3025,0.2769,0.2629049491355375,1.3960917951908907,1.08,1.405,1.435,1.37375,1.475,2.2525,2.225,0.35945467211809956
0.2775,0.26,0.28,0.3,0.2709,0.2691105326941805,1.3899655250249405,1.015,1.4175,1.46,1.385,1.4925,2.186,2.176,0.3552954841871838
0.2775,0.26,0.28,0.3,0.2761,0.28391287768077045,1.367054872606555,0.98375,1.4225,1.46,1.385,1.473,2.0555,2.15,0.349282154762929
0.2775,0.255,0.28,0.3,0.2781,0.2605962018458893,1.3806120283978802,0.93,1.43,1.47,1.395,1.4935,1.996,1.99,0.3551345836709867
0.2775,0.2525,0.28,0.30125,0.2769,0.262655794229519,1.367924909652285,0.89,1.4325,1.47,1.395,1.5315,1.9245,1.936,0.35468557403662393
0.2775,0.25,0.28,0.30125,0.2758,0.26036392591356394,1.3511675956598659,0.8,1.4325,1.46,1.395,1.5519,1.9238,1.8881,0.36156486329495485
0.255,0.25,0.28,0.29875,0.2726,0.2579714840906565,1.359953284542224,0.785,1.445,1.46,1.355,1.534,1.9075,1.848,0.3491348615885721
0.25625,0.25,0.28,0.2875,0.2667,0.2663937139705409,1.350663941624521,0.7725,1.4475,1.46,1.31,1.536,1.954,1.918,0.3373843601015716
0.25125,0.24,0.28,0.2875,0.2583,0.2509870633410326,1.3477985125756842,0.7,1.4475,1.46,1.305,1.536,2.047,1.9385,0.3449721840223383
0.24625,0.235,0.28,0.2775,0.2635,0.24025043174435556,1.3350486608070327,0.63,1.4475,1.46,1.25625,1.547,1.9605,1.8405,0.3344884490424094
0.24375,0.23,0.28,0.27,0.2581,0.24948840391627225,1.2917113352046932,0.56,1.43,1.455,1.2225,1.6515,1.75,1.7165,0.3232869739652233
0.24375,0.22,0.275,0.2475,0.2513,0.23706107388606268,1.2796018432932414,0.54,1.41,1.4475,1.205,1.64,1.768,1.733,0.3236623016367908
0.23875,0.2125,0.2675,0.2375,0.246,0.2287195294944061,1.261109655313049,0.49,1.39,1.435,1.195,1.623,1.7155,1.6695,0.3258585033509491
0.23875,0.20625,0.255,0.2375,0.2428,0.218644944042099,1.2524879848141857,0.475,1.37,1.435,1.185,1.6075,1.7065,1.654,0.3257565629370123
0.23,0.2025,0.2425,0.2375,0.2352,0.22105764903228153,1.2207883334461105,0.445,1.335,1.415,1.15875,1.6638,1.72,1.6844,0.32461603974641284
0.22,0.2,0.2275,0.2325,0.227,0.22542770643306898,1.1921935248336668,0.42,1.3,1.39,1.12125,1.66,1.8625,1.8295,0.32351091943744614
0.21,0.195,0.21,0.2325,0.2215,0.22382270369172041,1.1533076946211174,0.4,1.24575,1.365,1.06,1.692,1.926,1.9155,0.3166859204141701
0.21,0.1875,0.2,0.22,0.2154,0.23368596367677463,1.0649205282419103,0.39,1.15,1.22,1.02,1.7395,1.968,1.9485,0.34446870095941584
0.2,0.1875,0.185,0.22,0.21,0.23139860615258956,1.0493214356152996,0.3875,1.115,1.205,1.02,1.758,1.845,1.818,0.34467975864432465
0.18,0.1875,0.185,0.22,0.2021,0.2253092789119212,1.0091120805267058,0.3875,1.0125,1.175,0.995,1.698,1.85,1.8155,0.3497612563690409
0.185,0.1875,0.185,0.21,0.1928,0.24702508891268293,0.9639247498024768,0.3875,0.9825,1.125,0.94,1.75,1.87,1.892,0.34609226608465393
0.18,0.1875,0.175,0.21,0.1916,0.2678321492606007,0.9118958609976039,0.3875,0.95,1.015,0.94,1.748,1.7825,1.817,0.3663572953040892
0.175,0.185,0.17,0.19625,0.1923,0.26154883179323574,0.9008853999025856,0.3925,0.93,0.985,0.91,1.719,1.663,1.685,0.3633528970222255
0.175,0.185,0.17,0.19375,0.1901,0.26492555175038157,0.8808648673558147,0.3925,0.9,0.96,0.86,1.648,1.6175,1.6465,0.3570037352438127
0.165,0.185,0.165,0.19375,0.1863,0.26191925713703335,0.8624082729151852,0.395,0.86,0.915,0.825,1.635,1.708,1.678,0.36260823074368576
0.165,0.1825,0.16,0.19375,0.1931,0.25615933036523586,0.8501716064764835,0.4,0.84,0.895,0.805,1.616,1.7535,1.726,0.3646026623579779
0.165,0.1825,0.16,0.19375,0.191,0.2579080717905943,0.8506362807571994,0.4,0.835,0.895,0.805,1.5342,1.7942,1.7675,0.3655968587807219
0.165,0.1825,0.16,0.19375,0.1861,0.2636035960850017,0.8592473746972265,0.42,0.835,0.89,0.79375,1.2895,1.786,1.7695,0.3624874935486273
0.165,0.1775,0.16,0.19125,0.1733,0.2626203593762301,0.8594306183847049,0.425,0.8275,0.88,0.79,1.1875,1.6845,1.6575,0.3630801759632951
0.165,0.1775,0.155,0.19125,0.1702,0.27378094836432487,0.8456356248068649,0.435,0.825,0.88,0.79,1.196,1.4,1.4595,0.35313032187687776
0.435,0.415,0.46,0.44125,0.4142,0.4234793400121095,1.1478818788248404,0.8875,1.06,1.2875,1.35,1.2038,1.3275,1.29,0.401176537760195
0.54,0.46,0.475,0.4413,0.4162,0.5107990458962467,1.1425971968610642,0.92125,1.12,1.2988,1.3325,1.2,1.3367,1.3283,0.38714261101692715
0.54,0.47625,0.4825,0.48,0.4368,0.5284792909177833,1.129167001618904,0.9425,1.105,1.2825,1.3,1.206,1.327,1.338,0.3817101998607011
0.555,0.4763,0.495,0.52,0.4698,0.5145107260308096,1.1474820131637213,1.01125,1.125,1.2775,1.3025,1.2231,1.2988,1.3244,0.38713636449515687
0.555,0.545,0.525,0.52,0.476,0.6148289578789934,1.1302496539644586,1.0325,1.125,1.2525,1.28,1.2475,1.304,1.3245,0.3674700519053751
0.565,0.58375,0.55,0.52,0.4838,0.6676030430530774,1.1601856852631154,1.0775,1.175,1.27375,1.3325,1.238,1.333,1.352,0.36335437081068456
0.565,0.65125,0.575,0.60125,0.5331,0.7376797382057242,1.1851333823190302,1.1475,1.2,1.29875,1.375,1.2265,1.3495,1.373,0.35449199515791374
0.57875,0.685,0.59,0.6013,0.5839,0.7526599285627786,1.2171939690402742,1.1675,1.25,1.29875,1.385,1.2135,1.3225,1.292,0.3497074121494852
0.615,0.695,0.6,0.64,0.6141,0.7577783472461959,1.2254754864045756,1.2175,1.2625,1.30375,1.425,1.21,1.345,1.3363,0.3623521865326247
0.655,0.7175,0.625,0.68,0.6551,0.7670118877043651,1.2374682386332645,1.2425,1.27625,1.32875,1.445,1.255,1.3525,1.335,0.36647643255744855
0.69,0.75,0.65,0.68,0.6522,0.8256392118273448,1.2772274917020927,1.275,1.375,1.37625,1.4925,1.3345,1.38,1.3815,0.3560398318052127
0.715,0.765,0.695,0.74,0.6975,0.8168604752646764,1.2706926050751184,1.33,1.32125,1.38,1.52125,1.315,1.3555,1.363,0.3743675502655517
0.76625,0.765,0.71,0.765,0.7072,0.8045018467779707,1.3124114986423434,1.37,1.3575,1.45875,1.55125,1.31451,1.398,1.399,0.3732620626789176
0.76625,0.765,0.72,0.805,0.7281,0.8005856969107429,1.3706157896485203,1.415,1.46125,1.4875,1.585,1.329,1.41,1.412,0.3725484148225604
0.2575,0.7925,0.74,0.7925,0.7453,0.8411941674412762,1.3891781933567726,1.4425,1.52,1.545,1.6875,1.3356,1.4138,1.415,0.39037516065949385
0.2575,0.7925,0.74,0.79875,0.7625,0.8260816257943313,1.4200623447592275,1.475,1.5475,1.5725,1.76,1.3645,1.423,1.4145,0.40289381902397925
0.2575,0.7825,0.755,0.7988,0.7794,0.7948561272376612,1.4799314703845443,1.48,1.625,1.655,1.7675,1.378,1.454,1.4495,0.3901359823681583
0.2575,0.7525,0.7775,0.79875,0.7894,0.7369711720751501,1.5297932306963755,1.48,1.675,1.70375,1.825,1.3975,1.5255,1.493,0.40650785460006
0.2575,0.7375,0.795,0.79875,0.7813,0.7065422512182886,1.5938016242483988,1.495,1.74,1.7975,1.8425,1.4225,1.649,1.6005,0.39656880427047914
0.2575,0.73,0.805,0.77,0.7668,0.6963724794617715,1.6801563719575072,1.52,1.8625,1.8875,1.965,1.472,1.6805,1.624,0.40018709573635003
0.2575,0.73,0.8175,0.77125,0.7581,0.7041590392873004,1.6936605147997201,1.5325,1.8875,1.9075,1.985,1.4925,1.701,1.666,0.39943707539225093
0.2575,0.73,0.82375,0.7713,0.7552,0.694287301698796,1.766632950093228,1.5575,1.97125,2.0275,2.0,1.4995,1.761,1.751,0.37311396832860977
0.2575,0.73,0.82375,0.77125,0.7534,0.6950745034251596,1.793774647861504,1.5825,2.01,2.0625,2.0125,1.5338,1.8444,1.8513,0.3665422092070887
0.2575,0.73,0.82375,0.77125,0.7625,0.674452617482785,1.85630521127307,1.595,2.07,1.0474999999999999,2.05,1.543,1.9765,1.959,0.35708656663591665
0.2575,0.73,0.82375,0.77625,0.7555,0.6903255425834421,1.874521395566695,1.615,1.0275,1.0474999999999999,1.98,1.479,1.992,2.0,0.3342586037460651
0.2575,0.725,0.8238,0.77125,0.7619,0.665672582898205,1.9309491113982031,1.625,1.0275,1.0474999999999999,2.0975,1.488,2.0655,2.0195,0.3532183397225659
0.2575,0.7225,0.81875,0.7713,0.7644,0.6606022855964467,1.9327582099938843,1.63,1.0275,1.0474999999999999,2.1175,1.489,2.0315,1.992,0.3573654857887951
0.2575,0.70125,0.8025,0.73375,0.7468,0.6473853328909447,1.9529959481051873,1.635,1.0275,1.0474999999999999,2.1325,1.4788,1.95,1.9175,0.3578480425333155
0.2575,0.69625,0.7775,0.71875,0.7471,0.6364654003146739,1.948455164298005,1.635,1.0275,1.0474999999999999,2.115,1.472,1.952,1.926,0.3516537856163624
0.2575,0.67,0.725,0.71125,0.7345,0.6067809668977636,1.8890580762807119,1.6325,1.0275,1.0474999999999999,2.105,1.496,1.9275,1.909,0.3704541240850685
0.2575,0.635,0.6925,0.71125,0.7248,0.5634685412605239,1.8595926174038233,1.635,2.075,1.0474999999999999,2.065,1.5065,1.8505,1.8405,0.3778796095182446
0.2575,0.6125,0.655,0.66,0.6902,0.5625189867219927,1.8248478629014517,1.6275,2.06,2.0475,2.055,1.5095,1.883,1.855,0.3927666861050534
0.2575,0.5975,0.65125,0.62,0.6542,0.5610598106224741,1.8150175111248905,1.61375,2.05,2.025,2.045,1.491,1.9255,1.8865,0.394931686471258
0.2575,0.5675,0.57,0.625,0.6333,0.5275216245008487,1.8115188481037556,1.6,2.04,2.025,1.99,1.427,1.948,1.89,0.3833160467047969
0.2575,0.5425,0.55,0.595,0.6037,0.5045873161267452,1.8105115925091129,1.585,2.03,2.025,1.96,1.402,1.968,1.9255,0.37499464983721364
0.83,0.5025,0.485,0.595,0.5789,0.4450444919949069,1.8323788348950858,1.51,2.035,2.05,1.96,1.43,2.0185,1.972,0.3626757664956559
0.7975,0.4775,0.4575,0.5375,0.5503,0.41808394157065987,1.8401351873265508,1.485,2.04,2.05,1.945,1.4225,2.1294,2.07,0.3575499483368112
0.7975,0.4525,0.42,0.45,0.5052,0.4085105394268398,1.8276414778335281,1.465,2.03,2.05,1.965,1.3935,2.101,2.089,0.35588841234503743
0.7975,0.4275,0.405,0.41125,0.4719,0.3934486887765787,1.8193401603052703,1.445,2.03,2.05,1.94625,1.382,1.9085,1.9295,0.34843033580269256
0.7975,0.4025,0.395,0.39875,0.4434,0.37376535313552295,1.8089168990973876,1.42,2.01125,2.05,1.945,1.324,1.86,1.888,0.35332172528145245
0.57,0.39875,0.4,0.415,0.4234,0.3445366119253377,1.8605106823257298,1.395,2.005,2.05,1.9975,1.3275,1.915,1.882,0.34675834144299844
0.545,0.4,0.405,0.4025,0.4126,0.35927755484773116,1.8498939488796071,1.37,2.0075,2.05,1.97125,1.2915,1.8445,1.868,0.3330210134494158
0.545,0.4075,0.41,0.40125,0.4097,0.3713160636800671,1.8442074924929552,1.3575,2.0025,2.05,1.97125,1.3,1.8565,1.8735,0.33200244633228015
0.535,0.40875,0.415,0.40125,0.4151,0.36542692581210345,1.8446711072568158,1.32875,1.99875,2.05,1.965,1.29,1.9025,1.8885,0.33304537523130406
0.47,0.42,0.42,0.4175,0.434,0.3547396051066587,1.8690232715274706,1.305,2.005,2.05,1.995,1.306,2.0055,1.9185,0.3372711808261013
0.47,0.4325,0.43,0.42,0.4212,0.4041770332541893,1.7864591120905766,1.2925,1.9375,1.925,1.965,1.352,2.032,1.964,0.3563637265629578
0.46,0.4425,0.44,0.4225,0.4387,0.41232290720328424,1.7398423628405082,1.28125,1.875,1.85,1.93,1.3785,2.099,2.009,0.3679954341881748
0.46,0.4475,0.4425,0.43125,0.4382,0.4149254329939911,1.737497748045941,1.27625,1.86,1.85,1.925,1.3742,2.1833,2.06,0.3702200310923667
0.435,0.4475,0.4425,0.44625,0.446,0.43042240309505797,1.6989972727811424,1.2625,1.835,1.815,1.915,1.355,2.1255,2.1115,0.37021339578658297
0.435,0.445,0.4425,0.445,0.4559,0.4189869148858605,1.6679229271837506,1.2525,1.775,1.775,1.905,1.3235,2.1645,2.132,0.38331114566223956
0.435,0.44,0.4425,0.43875,0.4552,0.42207025605550585,1.6129542648038901,1.2475,1.7,1.76,1.85,1.332,2.0135,2.1015,0.3720468537936026
0.41,0.4325,0.435,0.43625,0.4584,0.39540886220031146,1.5952072680904248,1.24,1.65,1.7,1.78625,1.33,1.849,1.8475,0.37170271266686594
0.22,0.3275,0.3438,0.34375,0.3277,0.3607219223464172,1.0507006896172797,0.815,0.99375,1.0513,0.8963,1.34,1.3681,1.34,0.3251335857991544
0.23,0.3375,0.34625,0.345,0.3306,0.3725723893312406,1.0282460420037118,0.805,0.96125,1.04375,0.89625,1.405,1.3675,1.34,0.32755208831120575
0.235,0.3425,0.3475,0.35125,0.3342,0.3853755189224394,1.0260009770165175,0.8,0.97875,1.02625,0.885,1.3695,1.3675,1.3375,0.32700094168784744
0.235,0.345,0.34875,0.3425,0.3439,0.3827174809719116,1.0154532666897191,0.795,0.96,1.005,0.88,1.335,1.3631,1.3231,0.3311614719358964
0.2425,0.34875,0.3525,0.35875,0.3479,0.3942021095610543,0.9871965301508664,0.785,0.93375,0.965,0.87875,1.3115,1.2865,1.2515,0.34073550884407955
0.2425,0.35125,0.3525,0.36375,0.3509,0.39657127591264973,0.9623228597586101,0.775,0.89,0.9425,0.86625,1.251,1.2395,1.21,0.3442139666737667
0.2425,0.3513,0.3525,0.365,0.3541,0.4000026751859771,0.9473981362317792,0.755,0.88,0.92,0.8625,1.2145,1.2385,1.21,0.34924706650954995
0.2425,0.3513,0.35,0.36875,0.3515,0.4046802505789131,0.9338162616378044,0.745,0.865,0.905,0.855,1.177,1.2025,1.18,0.3506238082522799
0.2425,0.35,0.35,0.365,0.3563,0.4006100146719036,0.9290426930746155,0.735,0.86,0.8975,0.855,1.1575,1.1506,1.13,0.35211146875490473
0.2425,0.3475,0.3475,0.365,0.3503,0.4086466402449698,0.9083958087493014,0.725,0.85375,0.86,0.83625,1.189,1.1245,1.105,0.3553876536562981
0.2425,0.33375,0.3425,0.365,0.3502,0.386322991178914,0.896694019868951,0.71,0.825,0.85,0.82875,1.1615,1.1455,1.115,0.36290296822107293
0.2425,0.3225,0.335,0.36,0.3447,0.3699233845170786,0.893579001589673,0.6925,0.815,0.85,0.8275,1.1705,1.1805,1.131,0.36738026058441986
0.2425,0.31125,0.3275,0.34875,0.3388,0.3577713169750413,0.8883154960613138,0.67,0.815,0.845,0.78875,1.155,1.184,1.1285,0.3616236039190639
0.245,0.3,0.32125,0.3375,0.3293,0.35054172485003876,0.8810949098838226,0.65,0.815,0.845,0.78875,1.1555,1.1695,1.1315,0.36302319822804785
0.2575,0.2925,0.31375,0.32625,0.3176,0.3468278340101437,0.8734502821870413,0.635,0.81,0.845,0.77,1.1605,1.1785,1.1335,0.3611728416792206
0.26,0.29125,0.31,0.31875,0.3083,0.3537909403826385,0.8656705135943298,0.625,0.81,0.84,0.75,1.1469,1.16,1.125,0.3559614338228567
0.26,0.2875,0.305,0.315,0.303,0.35210414752547115,0.8621883427653216,0.615,0.81,0.84,0.735,1.154,1.16,1.126,0.3526140004308844
0.2625,0.2725,0.305,0.3075,0.3026,0.3312863088426218,0.8605831205372547,0.605,0.81,0.84,0.735,1.188,1.161,1.1325,0.35741316248613075
0.2625,0.2725,0.305,0.2975,0.2935,0.33578819985644315,0.8606358726001119,0.605,0.81,0.84,0.735,1.176,1.16,1.129,0.35619407796025815
0.2675,0.2725,0.3025,0.29125,0.2852,0.3458957588107088,0.8516699939741365,0.6025,0.81,0.8325,0.73,1.1755,1.163,1.1495,0.3551911584404772
0.275,0.2725,0.3,0.2875,0.2768,0.35442009456019485,0.8430336514635495,0.595,0.8075,0.83,0.72,1.175,1.191,1.186,0.3535996233165495
0.275,0.2725,0.295,0.2875,0.2813,0.34920634620872015,0.8448572623044149,0.585,0.8075,0.83,0.72,1.1745,1.215,1.19,0.3548168209167464
0.275,0.275,0.29,0.28625,0.2768,0.3571092320246947,0.8419253137862954,0.58,0.8075,0.84,0.72,1.1763,1.2088,1.205,0.35015778933486996
0.275,0.275,0.29,0.2875,0.2781,0.35495305064638727,0.8439636893477959,0.58,0.8075,0.84,0.72,1.1695,1.204,1.1915,0.3505835606165819
0.275,0.275,0.29,0.2875,0.2804,0.3527211101811646,0.8449898557920902,0.58,0.8075,0.84,0.72,1.175,1.206,1.189,0.3509526047414704
0.2925,0.275,0.29,0.2875,0.2814,0.3552530173144762,0.8457418146068636,0.58,0.815,0.845,0.735,1.158,1.1825,1.1725,0.3542949744679542
0.3,0.275,0.29,0.2875,0.2821,0.3558962849017073,0.845701770569663,0.58,0.815,0.845,0.7675,1.1505,1.174,1.165,0.3627855004044884
0.325,0.275,0.29,0.2875,0.2803,0.3603861416660802,0.8438714241229668,0.58,0.82,0.85,0.79375,1.1525,1.165,1.1592,0.37011374559163235
0.33,0.275,0.29,0.2875,0.2781,0.35586182421644497,0.8542599318763253,0.585,0.82125,0.86125,0.8275,1.147,1.16,1.13,0.37705320525217445
0.33,0.29,0.2925,0.2875,0.2809,0.37255367531880046,0.8580706492084295,0.585,0.82,0.86625,0.885,1.1475,1.16,1.116,0.385983904648612
0.33,0.295,0.295,0.2975,0.2805,0.37939992947597634,0.8627955594206267,0.59,0.8275,0.8775,0.8975,1.1945,1.1605,1.1175,0.38535256922222194
0.33,0.3,0.29625,0.3025,0.2841,0.3845120392809479,0.8662556007376361,0.595,0.8325,0.88375,0.94375,1.2555,1.1965,1.156,0.39441260192911076
0.33,0.305,0.30125,0.30875,0.2882,0.3881130679695449,0.8728918642255105,0.6,0.8375,0.9025,0.9675,1.281,1.193,1.166,0.3949137484913112
0.34,0.31,0.30625,0.31375,0.2974,0.3913504041465231,0.8950357658761878,0.61,0.8725,0.94,0.98875,1.2885,1.2225,1.2185,0.3903953644577054
0.345,0.3175,0.31,0.31875,0.2983,0.39191484459969994,0.9291465959929167,0.62,0.90125,1.01,1.02,1.312,1.2535,1.2545,0.380912936080646
0.35,0.3275,0.31,0.325,0.3036,0.397692896728993,0.9362647658577611,0.625,0.90125,1.035,1.035,1.377,1.327,1.3185,0.37923683290888777
0.36,0.3275,0.315,0.33125,0.3107,0.39882137729411077,0.9325196177554338,0.635,0.90375,0.99875,1.045,1.3219,1.3356,1.3,0.3923207566881386
0.36,0.3525,0.325,0.345,0.3144,0.4373422821842713,0.9273734719105382,0.655,0.90375,0.99875,1.045,1.308,1.266,1.2605,0.3832760120420453
0.36,0.3625,0.335,0.3575,0.3177,0.45402179255371455,0.9379044773301314,0.675,0.92875,1.00625,1.035,1.323,1.295,1.3015,0.3760965762873012
0.37,0.3725,0.345,0.36875,0.3335,0.46240085686160814,0.9383738219201051,0.6875,0.93125,1.0075,1.04,1.306,1.274,1.295,0.37634678371870556
0.415,0.385,0.3525,0.3775,0.3427,0.48171085941242087,0.938026125009008,0.7125,0.94375,1.0075,1.08,1.3195,1.224,1.249,0.38625321211506924
0.42,0.39,0.35875,0.39,0.3474,0.4514176640482249,1.0092748801019797,0.7275,0.9675,1.165,1.095,1.3305,1.2085,1.211,0.35772865520899755
0.42,0.395,0.36375,0.39875,0.3526,0.4415779144322839,1.035770050371609,0.74875,0.96875,1.23125,1.095,1.3605,1.2405,1.249,0.3441554380337408
0.42,0.395,0.37375,0.40625,0.3712,0.4150292072555851,1.0720861850783874,0.7725,0.97375,1.29125,1.095,1.292,1.2595,1.258,0.33492393337444004
0.42,0.4,0.38,0.43,0.3674,0.419211302865792,1.0925373468606456,0.78625,0.98375,1.335,1.12,1.271,1.2975,1.2985,0.33228810524545116
0.43,0.4075,0.3925,0.4125,0.3646,0.41472729274427067,1.128754572106589,0.7975,0.995,1.4175,1.22,1.306,1.3445,1.3465,0.33832891877184457
0.43,0.4125,0.4075,0.41875,0.3825,0.41222893589640386,1.1392554816924836,0.825,1.00375,1.4175,1.225,1.305,1.411,1.418,0.34104495262917967
0.43,0.415,0.415,0.425,0.3942,0.410245147762495,1.146777254674031,0.8325,1.0125,1.4275,1.225,1.28,1.4083,1.4317,0.3387734185703051
0.435,0.415,0.4225,0.42625,0.3767,0.41785151367194684,1.1609435807085307,0.845,1.03125,1.4375,1.24,1.2795,1.364,1.365,0.3391408538487919
0.435,0.415,0.43,0.4263,0.4013,0.42198732374751424,1.1403427880390322,0.845,1.04,1.3225,1.35,1.2395,1.318,1.28,0.39105282431429544
0.435,0.415,0.435,0.43625,0.4007,0.4262203917793774,1.1460341420508784,0.8675,1.055,1.3125,1.35,1.254,1.32,1.282,0.3927031695562433
0.435,0.415,0.445,0.4363,0.4101,0.42423328600926546,1.1472282498255901,0.8875,1.06,1.2938,1.35,1.25,1.325,1.29,0.39736213229390516
0.185,0.2425,0.255,0.2563,0.2408,0.3123558507893559,0.91909534181216,0.6525,0.885,0.875,0.915,1.5375,1.485,1.45,0.3814961266523502
0.175,0.2425,0.25875,0.2563,0.2401,0.3066237416295142,0.933411679839668,0.67875,0.89,0.89,0.915,1.5817,1.4865,1.45,0.3768592327755944
0.175,0.2425,0.26,0.2563,0.2474,0.29608442256660417,0.9471444705840356,0.705,0.8925,0.89625,0.915,1.6075,1.5685,1.508,0.3779817107084946
0.175,0.2425,0.26,0.2563,0.2484,0.30052374524305037,0.9455727307061356,0.705,0.8925,0.9025,0.915,1.5525,1.7006,1.6675,0.3783081504978547
0.175,0.2425,0.26,0.2563,0.2457,0.30114051782296414,0.9538227588351328,0.7175,0.9,0.9075,0.93,1.5517,1.749,1.7105,0.38105664887004553
0.175,0.2425,0.26,0.2563,0.2487,0.29336183827280327,0.9654896512203582,0.74,0.9075,0.91875,0.945,1.6308,1.5845,1.5445,0.3783201483882881
0.175,0.2425,0.2625,0.2563,0.2461,0.29079924332359697,0.9751801790916291,0.74625,0.9125,0.935,0.9575,1.6142,1.434,1.4,0.3744762334963494
0.175,0.2425,0.26375,0.2563,0.2491,0.28630865652055626,0.9872507205566655,0.7525,0.925,0.9425,0.97125,1.6158,1.4335,1.386,0.3760934171709187
0.175,0.2425,0.26625,0.2563,0.2481,0.2830784096938914,0.9955686473064297,0.7625,0.925,0.95,0.9713,1.6025,1.5419,1.4756,0.37748713068045614
0.175,0.2425,0.2675,0.25625,0.2472,0.28772580391261415,0.9928824826825833,0.7625,0.925,0.945,0.9775,1.56,1.609,1.554,0.3809341145274654
0.175,0.2425,0.26875,0.2563,0.25,0.2857754766077354,0.9940520249315768,0.7625,0.925,0.9475,0.9775,1.5233,1.4615,1.42,0.37731141519360856
0.175,0.2425,0.27125,0.2563,0.2465,0.2870089628319734,0.9957370257898566,0.78,0.925,0.9525,0.9775,1.5825,1.474,1.441,0.3758610482378646
0.175,0.24625,0.2725,0.2563,0.2495,0.289604302035808,1.0027581962014718,0.795,0.9275,0.9575,0.9775,1.55,1.5413,1.5069,0.3747785408083444
0.175,0.25,0.27375,0.26,0.2571,0.2917784562234875,1.0074886539912855,0.81,0.9325,0.9575,0.9875,1.5542,1.6175,1.5865,0.37746312842846996
0.18,0.25,0.27625,0.2625,0.2518,0.29409652068520775,1.0081945456757038,0.81,0.9325,0.9575,1.005,1.5575,1.595,1.553,0.3823595414501033
0.18,0.25,0.2775,0.26375,0.2581,0.28646003713868406,1.0147664621386476,0.81,0.9325,0.9575,1.005,1.5217,1.574,1.51,0.3834688329771523
0.18,0.25,0.28,0.2638,0.2605,0.2833199907494347,1.0269158499112385,0.82,0.945,0.9575,1.005,1.4658,1.5295,1.451,0.3824652086720368
0.18,0.25,0.28375,0.265,0.2602,0.28172684135036763,1.034837901058143,0.84,0.945,0.965,1.005,1.4083,1.45,1.383,0.3789486594376539
